,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
109430,0393044491,"The Blithedale Romance: An Authoritative Text, Backgrounds And Sources, Criticism (A Norton Critical Edition)",Nathaniel Hawthorne,1978,Norton
109682,0140187413,Travels With Charley In Search Of America (Penguin Twentieth-Century Classics),John Steinbeck,1997,Penguin Books
109831,0689842244,The Adventures Of Tom Sawyer (Aladdin Classics),Mark Twain,2001,Aladdin
109863,8401496519,Fundacion/Foundation,Isaac Asimov,1984,"Bruguera, S.A."
109897,0451523008,Hard Times (R),Charles Dickens,1961,Signet Book
109956,8401496764,Hijo Del Tiempo,Isaac Asimov,1998,"Plaza &amp; Janes Editores, S.A."
110088,0425164179,"One Is The Loneliest Number (Tom Clancy'S Net Force; Young Adults, No. 3)",Tom Clancy,1999,Berkley Publishing Group
110355,0451523539,Connecticut Yankee In King Arthur'S Court,Mark Twain,1963,New Amer Library Classics
110397,0679411623,The Tale Of The Body Thief,Anne Rice,1992,Random House Trade
110398,0375401814,"The Vampire Armand : The Vampire Chronicles (Rice, Anne, Vampire Chronicles (New York, N.Y.)",Anne Rice,1998,Random House Audio
110432,950071745X,Los Hechos Del Rey Arturo Y Sus Nobles Caballeros,John Steinbeck,2000,Sudamericana
110573,1558747710,Chicken Soup For The Writer'S Soul: Stories To Open The Heart And Rekindle The Spirit Of Writers (Chicken Soup For The Soul (Audio Health Communications)),Jack Canfield,2000,Health Communications
110673,0743419367,The Secret Of Shady Glen,Carolyn Keene,2001,Aladdin
110687,0886773105,Stormqueen (Darkover),Marion Zimmer Bradley,1984,Daw Books
110857,0373200951,Dreamscape (By Request Series) Volume 5 (By Request),Jayne Ann Krentz,1993,Harlequin
110893,0785754652,Funhouse,Dean R. Koontz,1999,Sagebrush Bound
110984,0140390502,Life On The Mississippi (Penguin Classics),Mark Twain,1986,Penguin Books
110985,0786885572,Shakespeare In Love: Special Edition For Troll Associates,William Shakespeare,1999,Hyperion Books
111011,155874942X,Chicken Soup For The Teenage Soul On Tough Stuff : Stories Of Tough Times And Lessons Learned (Chicken Soup For The Soul),Jack Canfield,2001,Health Communications
111093,0757300987,Chicken Soup For The Horse Lover'S Soul : Inspirational Stories About Horses And The People Who Love Them,Jack Canfield,2003,Health Communications
111177,0140707093,Much Ado About Nothing (The New Penguin Shakespeare),William Shakespeare,1981,Penguin Books
111192,0061051586,Carpe Jugulum: A Novel Of Discworld,Terry Pratchett,1999,HarperPrism
111203,0886778107,"Traitor'S Sun: A Novel Of Darkover (Daw Book Collectors, No. 1109)",Marion Zimmer Bradley,1999,New Amer Library
111312,0140430482,Dombey And Son (Penguin English Library),Charles Dickens,1970,Penguin Books
111329,3442443865,Endstation.,Michael Crichton,1999,Goldmann
111458,0553210963,Picture Of Dorian Gray And Other Stories,Oscar Wilde,1982,Bantam Books
111604,0345459806,The Sitter,R. L. Stine,2003,Ballantine Books
111666,046087182X,Macbeth (Everyman Paperback Classics),William Shakespeare,1993,Everymans Library
111670,0451522982,Much Ado About Nothing: With New Dramatic Criticism And An Updated Bibliography (Signet Classics (Paperback)),William Shakespeare,1989,Signet Classics
111674,0486424596,Personal Recollections Of Joan Of Arc (Dover Thrift Editions),Mark Twain,2002,Dover Publications
111705,0140714162,The Tragedy Of King Richard Iii (Pelican Shakespeare),William Shakespeare,1959,Penguin Books
111706,0786884231,Shakespeare In Love : The Love Poetry Of William Shakespeare,William Shakespeare,1998,Miramax
111708,0486406644,Wit And Wisdom Of Mark Twain: A Book Of Quotations (Dover Thrift Editions),Mark Twain,1999,Dover Publications
111712,014043092X,The Mystery Of Edwin Drood (Penguin Classics),Charles Dickens,1988,Penguin Books
111729,0061056901,Interesting Times (Discworld Novels (Paperback)),Terry Pratchett,1998,HarperTorch
111745,067972527X,Life On The Mississippi (Library Of America),Mark Twain,1991,Vintage Books USA
111762,0393311112,"Much Ado About Nothing: Screenplay, Introduction, And Notes On The Making Of The Movie",William Shakespeare,1993,W. W. Norton &amp; Company
111790,0394700155,Hawthorne'S Short Stories,Nathaniel Hawthorne,1980,Vintage Books USA
111823,0486414124,Northanger Abbey (Dover Thrift Editions),Jane Austen,2000,Dover Publications
111827,0345357116,Unfinished Tales: The Lost Lore Of Middle-Earth,J. R. R. Tolkien,1988,Del Rey Books
111839,0060830751,Great Short Works Of Mark Twain (Perennial Library),Mark Twain,1967,Perennial
111849,0553211420,Life On The Mississippi (Bantam Classic),Mark Twain,1985,Bantam Books
111853,014006222X,The Moon Is Down,John Steinbeck,1982,Penguin USA
111887,0486419290,Love'S Labours Lost (Dover Thrift Editions),William Shakespeare,2001,Dover Publications
111920,0460875329,The Marble Faun (Everyman Paperback Classics),Nathaniel Hawthorne,1995,Everyman Paperback Classics
111964,067170611X,Body In The Library (Miss Marple Mysteries (Paperback)),Agatha Christie,1983,Pocket Books
111993,0517065037,"Isaac Asimov'S Book Of Facts: 3,000 Of The Most Interesting, Entertaining, Fascinating, Unbelievable, Unusual And Fantastic Facts",Isaac Asimov,1991,Gramercy Books
112062,0441778712,Isaac Asimov'S Space Of Her Own,Isaac Asimov,1989,Ace Books
112207,006017367X,"The Wit &Amp; Wisdom Of Oscar Wilde: A Treasury Of Quotations, Anecdotes, And Repartee",Oscar Wilde,1996,Harpercollins
112214,0099356503,Falcons Of Narabedla,Marion Zimmer Bradley,1988,Time Warner Books UK
112440,0192100343,Great Expectations (Oxford World'S Classics (Hardcover)),Charles Dickens,1999,Oxford University Press
112590,0140503420,Enormous Crocodile (Picture Puffin S.),Roald Dahl,1999,Viking Penguin Inc
112615,067170043X,"Foul Play (Hardy Boys Case File 46) : Foul Play (Hardy Boys Casefiles, No. 46)",Franklin W. Dixon,1990,Simon Pulse
112661,0517385953,Seven Deadly Sins &Amp; Cardinal Virtues Of Science Fiction,Isaac Asimov,1988,Random House Value Publishing
112675,0671558986,Web Darkness,Marion Zimmer Bradley,1984,Baen
112705,0486421279,Salome (Dover Thrift Editions),Oscar Wilde,2002,Dover Publications
112755,0671624687,Eskimo Secret Nd76 (Nancy Drew (Paperback)),Carolyn Keene,1986,Aladdin
112756,0671872095,The Riddle In The Rare Book (Nancy Drew 126) : The Riddle In The Rare Book,Carolyn Keene,1995,Aladdin
112760,0671872036,The Case Of The Floating Crime (Nancy Drew),Carolyn Keene,1994,Aladdin
112857,0448095084,"Nancy'S Mysterious Letter (Nancy Drew Mystery Stories, No 8)",Carolyn Keene,1968,Grosset &amp; Dunlap
112920,0345311949,Stars Like Dust,Isaac Asimov,1983,Del Rey Books
112961,0517447355,Isaac Asimov Presents The Golden Years Of Science Fiction (Fourth Series),Isaac Asimov,1984,Random House Value Publishing
113124,0345318323,End Of Eternity,Isaac Asimov,1984,Del Rey Books
113125,0671227017,A Choice Of Catastrophes: The Disasters That Threaten Our World,Isaac Asimov,1979,Simon &amp; Schuster
113127,0452272297,"Frontiers Ii: More Recent Discoveries About Life, Earth, Space, And The Universe",Isaac Asimov,1994,Plume Books
113128,0451628675,The Human Brain: Its Capacities And Functions,Isaac Asimov,1994,New Amer Library
113130,0440166667,Opus Two Hundred,Isaac Asimov,1980,Bantam Books (Mm)
113136,0061052051,Magic: The Final Fantasy Collection,Isaac Asimov,1996,Harpercollins
113138,0385476221,"Yours, Isaac Asimov: A Lifetime Of Letters",Isaac Asimov,1995,Bantam Dell Pub Group
113139,0380754320,In Memory Yet Green: The Autobiography Of Isaac Asimov,Isaac Asimov,1980,Harpercollins
113215,0553296825,"Lucky Starr And The Moons Of Jupiter &Amp; Lucky Starr And The Rings Of Saturn/2 Books In 1 (Lucky Starr, No 3)",Isaac Asimov,1993,Bantam
113399,0345300742,Source Of Magic,Piers Anthony,1981,Ballantine Books
113512,0246130482,Prelude To Foundation,Isaac Asimov,1988,Grafton Books
113521,8401474671,El Fugitivo,Stephen King,1997,"Plaza &amp; Janes Editores, S.A."
113576,0451522699,"The Tragedy Of Titus Andronicus: The Life Of Timon Of Athens With New Dramatic Criticism And An Updated Bibliography (Shakespeare, William, Works.)",William Shakespeare,1989,Signet Classics
113638,0061050482,The Last Continent (Discworld Novels (Hardcover)),Terry Pratchett,1999,Harpercollins
113703,067174108X,"Dangerous Games (Nancy Drew Hardy Boy Supermystery 4) : Dangerous Games (Nancy Drew And Hardy Boys Supermystery, No 4)",Carolyn Keene,1991,Simon Pulse
113704,0671884603,Danger Down Under (A Nancy Drew And Hardy Boys Super Mystery),Carolyn Keene,1995,Simon Pulse
113705,0671781731,Evil In Amsterdam (Nancy Drew Hardy Boy Supermystery ) : Evil In Amsterdam (Nancy Drew &Amp; Hardy Boys Super Mysteries (Paperback)),Carolyn Keene,1993,Simon Pulse
113706,0671537504,Exhibition Of Evil Nancy Drew And Hardy Boys Supermystery (Nancy Drew &Amp; Hardy Boys Super Mysteries (Paperback)),Carolyn Keene,1997,Simon Pulse
113846,0393043762,"A Murder, A Mystery, And A Marriage",Mark Twain,2001,W.W. Norton &amp; Company
113911,0679442944,Tom Clancy'S Op Center (Tom Clancy'S Op Center (Audio)),Tom Clancy,1995,Random House Trade
113946,0451523741,The Tragedy Of Pudd'Nhead Wilson (Signet Classics (Paperback)),Mark Twain,1994,Signet Classics
114033,2266078615,L'Associe,John Grisham,2000,Pocket (FR)
114095,0028612302,Macbeth: A Shorter Shakespeare,William Shakespeare,1996,Macmillan General Reference
114378,0440974836,Romeo And Juliet West Side Story,William Shakespeare,1965,Laure Leaf
114485,0553149202,Winged Magic,Barbara Cartland,1981,Bantam Books
114488,3453039025,Die Dunkle Seite Der Sonne. Roman.,Terry Pratchett,1989,Heyne
114664,0451526082,The Scarlet Letter (Signet Classics (Paperback)),Nathaniel Hawthorne,1999,Signet Book
114733,0373834128,Harlequin 50Th Anniversary Collection #4 (Private Eye; Beguiled),Jayne Ann Krentz,1999,Harlequin
114749,0684843307,You Belong To Me Large Print Edition,Mary Higgins Clark,1998,Simon &amp; Schuster
114766,0373092393,Australian,Diana Palmer,1985,Silhouette
114772,0786247487,A Woman'S Touch (Thorndike Famous Authors),Jayne Ann Krentz,2002,Thorndike Press
114969,0460882171,Our Mutual Friend,Charles Dickens,2001,Everymans Library
115067,3499205874,Hexen Hexen. ( Ab 10 J.). Das Buch Zum Film.,Roald Dahl,1986,Rowohlt Tb.
115177,0380002663,Orn,Piers Anthony,1990,Harper Mass Market Paperbacks (Mm)
115236,0671529447,Nightmare In 3-D (Ghosts Of Fear Street #4),R. L. Stine,1996,Aladdin
115430,0684864495,'Tis: A Memoir,Frank McCourt,1999,Scribner
115544,0671872028,"The Mystery Of The Missing Mascot (Nancy Drew 119) : The Mystery Of The Missing Mascot (Nancy Drew Mystery Stories, No 119)",Carolyn Keene,1994,Simon Pulse
115598,0671472879,Funerals Are Fatal,Agatha Christie,1983,Pocket
115606,0394573188,The Queen Of The Damned/Audio Cassette (Norton Critical Edition),Anne Rice,1988,Random House Trade
115607,0394577051,The Vampire Lestat,Anne Rice,1989,Random House Audio Publishing Group
115628,0312035462,Scarlet Letter: A Case Study In Contemporary Criticism (Case Studies In Contemporary Criticism),Nathaniel Hawthorne,1991,Bedford Books
115716,0575400633,My Favourite Year: A Collection Of New Football Writing,Nick Hornby,1996,Trafalgar Square
115859,0441031099,The Asimov Chronicles (Asimov Chronicles),Isaac Asimov,1991,Ace Books
115871,0373642679,"Invisible Invader (Executioner, 267)",Don Pendleton,2001,Gold Eagle
115874,0373614764,Scorched Earth (Don Pendleton'S Mack Bolan),Don Pendleton,2001,Gold Eagle
115886,0449234622,Lucky Starr And The Rings Of Saturn,Isaac Asimov,1981,Fawcett Books
115892,0373219385,Thawing Of Mara,Janet Dailey,1988,Harlequin
115893,0373832990,"Marry Me, Cowboy (4 Novels In 1)",Janet Dailey,1995,Harlequin
115966,0140106499,Penguin Complete Novels Of Jane Austen,Jane Austen,1995,Penguin Books
116004,0373440030,"Five'S A Crowd (Harlequin Love And Laughter, No 3)",Fern Michaels,1996,Harlequin
116016,0671795325,The Alien Factor (A Hardy Boys And Tom Swift Ultra Thriller),Franklin W. Dixon,1993,Simon Pulse
116045,0061003778,The Pale Horse,Agatha Christie,1992,HarperCollins Publishers
116078,3442150558,Sie Nannten Mich Es,Dave Pelzer,2002,Distribooks
116084,0140071776,King Lear -Op/46,William Shakespeare,1984,Penguin Books
116085,0140714073,The First Part Of King Henry The Fourth (The Pelican Shakespeare),William Shakespeare,1957,Penguin Books
116089,0425120031,"The Skin Trade (Night Visions, 5)",Stephen King,1990,Berkley Publishing Group
116166,014043075X,The Old Curiosity Shop (Penguin English Library El75),Charles Dickens,1972,Penguin Books
116241,0553212958,Henry V (Bantam Classics),William Shakespeare,1988,Bantam
116338,0395249732,Best Of Sydney J. Harris,J. R. R. Tolkien,1976,Houghton Mifflin
116408,0671432826,Come Tell How Live,Agatha Christie,1981,Pocket
116438,0671781693,Hits And Misses (A Nancy Drew And Hardy Boys Supermystery),Carolyn Keene,1993,Simon Pulse
116510,0757301460,"Chicken Soup For The Nature Lover'S Soul : Inspiring Stories Of Joy, Insight And Adventure In The Great Outdoors (Canfield, Jack)",Jack Canfield,2004,HCI
116533,0765304066,Cube Route (Xanth),Piers Anthony,2003,Tor Books
116553,0739439235,"Key Of Valor (Key Trilogy, 3)",Nora Roberts,2004,Jove Books
116628,0451450612,Faeries: Issac Asimov'S Magical Worlds Of Fantasy,Isaac Asimov,1991,New Amer Library
116641,0399149147,Red Rabbit (Limited Edition),Tom Clancy,2002,Putnam Publishing Group
116689,0590390538,"Werewolf Skin (Goosebumps, No 60)",R. L. Stine,1997,Apple
116691,0590685171,"Jekyll And Heidi (Goosebumps Series 2000, No 14)",R. L. Stine,1999,Scholastic
116710,0521567831,The Scarlet Letter (Cambridge Literature),Nathaniel Hawthorne,1997,Cambridge University Press
116718,0553212931,"Henry 4: Part 1 (Henry Iv, Part One)",William Shakespeare,1988,Bantam
116719,055321294X,"Henry Iv, Part Ii (Henry Iv, Part Ii)",William Shakespeare,1988,Bantam
116720,0553213032,Richard Ii (Bantam Classics),William Shakespeare,1988,Bantam
116766,0373053495,"Fit For A King (Silhouette Desire, No. 349)",Diana Palmer,1987,Silhouette
116906,0345388186,The Lays Of Beleriand (The History Of Middle-Earth - Volume 3),J. R. R. Tolkien,1994,Del Rey Books
116963,8445070339,El Senor De Los Anillos: La Comunidad Del Anillo,J. R. R. Tolkien,2003,Planeta Pub Corp
117017,0441031110,The Asimov Chronicles: Fifty Years Of Isaac Asimovi (Asimov Chronicles),Isaac Asimov,1991,Ace Books
117059,0618056998,The Letters Of J.R.R. Tolkien,J. R. R. Tolkien,2000,Houghton Mifflin
117091,0373835981,The Private Eye (Harlequin Single Title),Jayne Ann Krentz,2004,Harlequin
117142,3442450683,Voll Im Bilde / Alles Sense! Zwei Scheibenwelt- Romane In Einem Band.,Terry Pratchett,2001,Goldmann
117173,3502513031,Mord Im Orientexpress/Murder On The Orient Express,Agatha Christie,1994,Distribooks Inc
117293,0140434135,Northanger Abbey (Penguin Classics),Jane Austen,1996,Penguin Books
117363,0141804637,Bleak House,Charles Dickens,2003,Penguin Audiobooks
117493,0140347283,Esio Trot (Puffin Books),Roald Dahl,1991,Puffin Books
117701,0449214613,Whiff Of Death,Isaac Asimov,1987,Fawcett Books
117743,8420672548,"Principe Feliz Y Otros Cuentos, El",Oscar Wilde,2001,Alianza
117747,0395044022,Riverside Shakespeare,William Shakespeare,1973,Houghton Mifflin Co
117791,0140186417,In Dubious Battle (20Th Century Classics),John Steinbeck,1992,Penguin Books
117856,0448089327,The Crisscross Shadow (Hardy Boys (Hardcover)),Franklin W. Dixon,1953,Grosset &amp; Dunlap
117867,0393900711,Women Of No Importance (The New Mermaids Ser)),Oscar Wilde,1996,R.S. Means Company
117873,0660185369,The Importance Of Being Ernest (Stratford Festival),Oscar Wilde,2001,Canadian Broadcasting Corporation (CBC Audio)
118055,0552139459,Colour Of Magic (Graphic Edition),Terry Pratchett,1990,Bantam Books
118065,0575071044,Discworld Thieves' Guild Diary (Gollancz Sf S.),Terry Pratchett,2001,Gollancz
118067,0552146722,Death'S Domain: A Discworld Mapp,Terry Pratchett,1999,Trafalgar Square
118069,1856958000,The Colour Of Magic (Discworld Novels (Audio)),Terry Pratchett,1997,Dual Dolphin
118070,1856958310,The Light Fantastic (Discworld Novels (Audio)),Terry Pratchett,1997,Dual Dolphin
118071,1856958280,Equal Rites (Discworld Novels (Audio)),Terry Pratchett,1998,Isis Audio Books
118072,1856958450,Mort (Discworld Novels (Audio)),Terry Pratchett,1998,Isis Audio Books
118073,1856958620,Sourcery (Discworld Novels (Audio)),Terry Pratchett,1997,Isis Audio
118074,0753101408,Pyramids (Discworld Novels (Audio)),Terry Pratchett,1998,Isis Audio Books
118076,0753100169,Guards! Guards! (Discworld Novels (Audio)),Terry Pratchett,1998,Isis Audio Books
118078,0753101394,Moving Pictures (Discworld Novels (Audio)),Terry Pratchett,1998,Isis Audio Books
118079,0753100193,Reaper Man (Discworld Novels (Audio)),Terry Pratchett,1998,Isis Audio Books
118080,0753100207,Witches Abroad (Discworld Novels (Audio)),Terry Pratchett,1998,ISIS Audio
118082,0753101416,Small Gods,Terry Pratchett,1998,Isis Audio Books
118084,0753100185,Lords And Ladies (Discworld Novels (Audio)),Terry Pratchett,1998,Isis Audio Books
118085,0753100177,Men At Arms (Discworld Novels (Audio)),Terry Pratchett,1998,Isis Audio Books
118086,0753101203,Soul Music (Discworld Novels (Audio)),Terry Pratchett,1998,Isis Audio Books
118087,1856958140,Interesting Times,Terry Pratchett,1997,Isis Audio
118088,0753107449,Feet Of Clay (Discworld Novels (Audio)),Terry Pratchett,2000,Isis Audio Books
118123,0140707344,Hamlet (The New Penguin Shakespeare),William Shakespeare,1981,Penguin Books
118131,0375761144,Our Mutual Friend (Modern Library Classics),Charles Dickens,2002,Modern Library
118134,037575914X,Little Dorrit (Modern Library Classics),Charles Dickens,2002,Modern Library
118153,094845668X,Garfield Pocket Books: Just Good Friends (Garfield Pocket Books),Jim Davis,1987,Ravette Publishing Ltd
118222,0198320256,Romeo And Juliet (Oxford School Shakespeare Series),William Shakespeare,2002,Oxford University Press
118278,3502517673,Zehn Kleine Negerlein.,Agatha Christie,2001,Scherz
118334,3442725453,Ein Rundherum Tolles Land. Erinnerungen.,Frank McCourt,2001,btb
118367,0373619162,"Law Of Last Resort  (Stony Man 32) (Stony Man, No 32)",Don Pendleton,1997,Gold Eagle
118385,0060927208,Paula (Spanish Edition),Isabel Allende,1996,Rayo
